Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,Agriculture value added(in USD),Renewable Energy Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
143049637.0,76829928.0,66219710.0,10.3,15.1,9.0,28.91055,9.875646,7.654462,20.17139,7.06,989932059220.667,38224370059.2875,3.48,60.43,73.34,96.3237915039062,73.1486434936523,,,2006,Russian Federation
143518814.0,76976788.0,66542026.0,10.2,16.1,9.0,29.26127,10.14012,7.914592,20.74143,7.12,764015982495.676,32515878486.7888,3.61,58.92,72.47,96.5188827514648,71.9512329101562,,,2005,Russian Federation
144067316.0,77146216.0,66921101.0,10.4,15.9,9.0,29.63068,9.998997,7.719106,21.61406,7.76,591016690742.798,28986070499.8265,3.55,58.91,72.36,100.911262512207,69.5147933959961,,,2004,Russian Federation
144648618.0,77339545.0,67309072.0,10.2,16.4,8.0,30.23027,10.80077,8.172303,22.21572,8.21,430347420194.66,23681786369.5862,3.28,58.53,71.85,126.305717468262,68.6967468261719,,,2003,Russian Federation
145306497.0,77591468.0,67715029.0,9.7,16.2,8.0,30.16821,11.33581,8.946234,23.02498,7.88,345470494417.863,19227898819.7767,3.46,58.68,71.9,121.132369995117,64.7411575317383,,99.7246017456055,2002,Russian Federation
145976482.0,77868557.0,68107925.0,9.0,15.6,8.0,30.17702,12.04492,9.331701,23.27846,8.98,306602070620.5,18015083990.4011,3.62,58.92,72.17,115.199089050293,60.1799583435059,99.4773330688477,,2001,Russian Federation
146596869.0,78132050.0,68464819.0,8.7,15.3,8.0,29.24127,14.49239,11.73028,22.31321,10.58,259710142196.943,14937788837.54,3.5,59.03,72.26,111.35578918457,55.1730194091797,95.8912811279297,,2000,Russian Federation
147214776.0,78420370.0,68794406.0,8.3,14.6,8.0,29.0024,15.00803,12.35323,22.2121,13.04,195907128350.934,12891957757.9204,3.82,59.87,72.4,111.776466369629,51.5171318054199,97.0050430297852,,1999,Russian Federation
147670784.0,78646825.0,69023959.0,8.8,13.5,8.0,29.13024,11.68733,7.470142,22.65205,13.26,270955486862.442,13827923750.644,3.58,61.22,73.13,110.348968505859,47.6773109436035,,,1998,Russian Federation
147915361.0,78760731.0,69154630.0,8.6,13.8,9.0,30.01166,12.15595,7.902331,23.27815,11.81,404928954191.876,23768366464.9957,3.75,60.85,72.84,108.951812744141,45.5055999755859,,,1997,Russian Federation
148160129.0,78851889.0,69308240.0,8.9,14.2,9.0,30.41269,12.44025,8.120046,23.766,9.67,391724890744.498,25655533010.7695,3.69,59.62,72.4,106.733428955078,43.8522109985352,,,1996,Russian Federation
148375787.0,78902653.0,69473134.0,9.3,15.0,9.0,30.92477,12.25935,7.996492,24.20371,9.45,395537185734.854,26470262487.5401,3.87,58.12,71.59,105.630241394043,42.7496910095215,92.4710006713867,,1995,Russian Federation
36408820.0,15429586.0,20979233.0,19.841,6.208,9.0,20.98223,29.10045,30.14557,11.87949,5.635,1108148978218.49,26660287013.0166,5.285,68.479,74.716,100.911262512207,28.8455085754395,,,2022,Saudi Arabia
35950396.0,15184150.0,20766246.0,17.473,2.864,9.0,20.01454,2.700271,0.6074203,10.39194,6.692,868585871464.541,23423992282.6631,5.285,75.59,78.771,100.911262512207,28.8455085754395,,,2021,Saudi Arabia
35997107.0,15110254.0,20886852.0,18.238,2.913,9.0,22.89738,3.17081,1.084871,9.476915,7.45,734271183954.88,21736350929.1547,0.06,74.966,77.992,100.911262512207,28.8455085754395,,99.4984130859375,2020,Saudi Arabia
35827362.0,14991273.0,20836089.0,18.451,2.656,9.0,24.24594,3.475679,1.950354,3.945206,5.64,838564705624.643,21463358324.4689,0.03,76.07,78.909,100.911262512207,28.8455085754395,,,2019,Saudi Arabia
35018133.0,14682638.0,20335495.0,18.703,2.655,9.0,25.65549,3.052273,0.6443147,2.224371,6.03,846583785179.856,21009006354.3615,0.01,75.921,78.911,100.911262512207,28.8455085754395,,,2018,Saudi Arabia
34193122.0,14364501.0,19828621.0,18.903,2.64,9.0,26.34916,3.905838,0.7695798,2.090489,5.89,714994694991.651,20502219695.1881,0.01,75.917,78.796,100.911262512207,69.6061096191406,,99.3018798828125,2017,Saudi Arabia
33416270.0,14124969.0,19291301.0,18.972,2.605,9.0,25.68166,4.553936,0.3137257,2.294363,5.6,665999879694.192,19627224119.3513,0.01,75.861,78.716,100.911262512207,65.8730087280273,,,2016,Saudi Arabia
32749848.0,13975740.0,18774108.0,19.524,2.542,9.0,23.77066,5.926357,0.3702106,1.815527,5.6,669484381328.891,18564300167.2076,0.01,75.766,78.555,100.911262512207,60.642448425293,,,2015,Saudi Arabia
32125564.0,13761419.0,18364145.0,20.161,2.488,9.0,23.82837,5.991979,0.366532,1.80595,5.72,766605946720.427,17544709305.6688,0.01,75.611,78.393,100.911262512207,59.3432083129883,,,2014,Saudi Arabia
31482498.0,13473465.0,18009033.0,20.754,2.443,9.0,23.72096,6.078595,0.3671452,1.773412,5.6,753864543430.248,16358842361.2295,0.01,75.487,78.254,100.911262512207,53.3643989562988,,99.2217712402344,2013,Saudi Arabia
30821543.0,13177067.0,17644476.0,21.245,2.415,9.0,23.68373,6.162139,0.3687859,1.777978,5.52,741849984943.256,15363173752.2401,0.01,75.33,78.084,100.911262512207,46.9509010314941,,,2012,Saudi Arabia
30150945.0,12874436.0,17276508.0,21.634,2.413,9.0,23.6626,6.247192,0.370933,1.838864,5.77,676634577273.045,14582575012.2338,0.01,75.124,77.833,100.911262512207,39.1071395874023,,,2011,Saudi Arabia
29411929.0,12546820.0,16865108.0,21.894,2.498,9.0,23.50168,6.333111,0.3684256,2.015036,5.55,528207298529.872,13834113258.2745,0.01,74.519,77.572,100.911262512207,34.4424095153809,,,2010,Saudi Arabia
28483797.0,12159682.0,16324114.0,22.307,2.59,9.0,23.55017,6.39877,0.3628522,2.05196,5.38,429097899279.013,12145378469.9763,0.01,74.334,76.932,100.911262512207,29.6792507171631,,,2009,Saudi Arabia
27437353.0,11737168.0,15700185.0,22.749,2.643,9.0,23.71823,6.506715,0.365159,1.836173,5.08,519796738631.128,11917317295.4454,0.01,74.095,76.84,93.2651596069336,29.2175903320312,89.8635787963867,,2008,Saudi Arabia
26400068.0,11316699.0,15083370.0,23.242,2.719,9.0,23.81221,6.580229,0.3649383,1.976454,5.73,415964583059.205,11409004581.3242,0.01,73.829,76.61,92.4886169433594,29.2581195831299,89.6152267456055,,2007,Saudi Arabia
25382870.0,10901784.0,14481085.0,23.114,2.797,9.0,23.86785,6.662775,0.3643652,1.955171,6.25,376900135720.729,11005269643.2292,0.01,73.526,76.425,100.911262512207,29.8706092834473,,,2006,Saudi Arabia
24397644.0,10497404.0,13900240.0,23.058,2.879,9.0,23.97568,6.744899,0.3584273,1.950005,6.05,328459700124.064,10462862540.2295,0.01,73.269,76.211,92.3085098266602,31.1733798980713,89.3426971435547,,2005,Saudi Arabia
23661808.0,10172103.0,13489705.0,23.8,2.966,9.0,24.10152,6.818376,0.3525938,2.07352,5.82,258742263029.008,10008965981.8871,0.01,72.728,75.953,100.911262512207,29.4974994659424,,95.8496932983398,2004,Saudi Arabia
23150847.0,9929220.0,13221628.0,24.794,3.113,9.0,24.04577,6.920772,0.3491664,2.21519,5.56,215807655244.424,9650655509.58304,0.01,72.388,75.22,100.911262512207,26.1267395019531,,,2003,Saudi Arabia
22623415.0,9695331.0,12928084.0,25.896,3.207,9.0,23.90502,7.032907,0.3466837,2.436464,5.27,189605920240.516,9551525089.28011,0.01,72.128,74.94,100.911262512207,21.1851902008057,,,2002,Saudi Arabia
22085929.0,9462097.0,12623833.0,26.852,3.323,9.0,24.20817,7.069297,0.345622,2.305968,4.62,184137517724.863,9455294695.89627,0.01,71.774,74.62,100.911262512207,19.7702102661133,,,2001,Saudi Arabia
21547390.0,9230142.0,12317247.0,27.656,3.482,9.0,24.39186,7.127368,0.3433124,2.180047,4.57,189514910222.667,9287879474.99661,0.01,71.128,74.394,100.911262512207,17.9748592376709,,95.9131622314453,2000,Saudi Arabia
21009660.0,8998032.0,12011628.0,28.021,3.585,9.0,24.45757,7.192156,0.3431194,2.433028,4.35,161717040000.0,9144031335.17285,0.01,70.811,74.082,100.911262512207,16.3975200653076,,,1999,Saudi Arabia
20472580.0,8766283.0,11706297.0,28.455,3.674,9.0,25.02431,7.195899,0.3417107,2.39589,4.713,146775428759.278,9013012817.36379,0.01,70.719,73.577,100.911262512207,13.3387498855591,,,1998,Saudi Arabia
19938377.0,8537038.0,11401339.0,28.901,3.804,9.0,24.90357,7.299835,0.3438122,2.31524,5.147,165963594803.636,8882304448.42157,0.01,70.207,73.407,100.911262512207,12.8292102813721,,,1997,Saudi Arabia
19410280.0,8309322.0,11100958.0,29.392,3.882,9.0,25.16528,7.366955,0.3442167,2.303616,5.549,158662377388.989,8516683998.53495,0.01,69.992,73.225,100.911262512207,12.4868497848511,,,1996,Saudi Arabia
18888857.0,8082656.0,10806201.0,30.016,3.982,9.0,25.28799,7.442881,0.3448391,2.389856,5.994,143343025756.299,8383779724.94513,0.03,69.825,72.806,100.911262512207,12.2804803848267,,,1995,Saudi Arabia
5637022.0,2689047.0,2947974.0,19.841,6.208,6.0,20.98223,29.10045,30.14557,11.87949,2.758,466788539651.836,131213733.075435,5.285,68.479,74.716,100.911262512207,28.8455085754395,,,2022,Singapore
5453566.0,2601057.0,2852509.0,8.6,5.8,6.0,14.41864,0.32473,0.1643012,10.47375,3.54,423796995372.726,133384609.658971,5.285,81.1,85.9,99.8746490478516,97.0989074707031,100.557983398438,,2021,Singapore
5685807.0,2712947.0,2972860.0,8.5,5.2,6.0,14.57341,0.3370616,0.1692248,10.54026,4.1,348392174863.651,114586667.794092,0.92,83.1,85.9,100.535911560059,93.1347732543945,101.401397705078,99.7262496948242,2020,Singapore
5703569.0,2722116.0,2981453.0,8.8,5.0,6.0,14.71341,0.4045587,0.1997573,10.39664,3.1,376837488316.973,121320227.979402,0.89,81.4,85.9,100.692581176758,91.0889892578125,98.0779495239258,99.9280471801758,2019,Singapore
5638676.0,2691403.0,2947272.0,8.8,5.0,6.0,15.74545,0.40347,0.2004604,11.17975,3.641,376869585632.115,113578935.01214,0.78,81.2,85.5,100.261871337891,88.8864517211914,99.9218292236328,99.9296264648438,2018,Singapore
5612253.0,2679065.0,2933188.0,8.9,5.0,6.0,15.60495,0.4444876,0.2218866,11.04485,4.2,343272878686.388,105653818.998135,0.7,80.9,85.4,100.626953125,84.7929077148438,99.2582397460938,99.9304428100586,2017,Singapore
5607283.0,2677036.0,2930247.0,9.4,4.8,6.0,15.88288,0.4773196,0.2397033,11.27827,4.08,319029973659.293,100756662.001276,0.71,80.7,85.1,100.773208618164,83.9409790039062,99.7892684936523,99.9265823364258,2016,Singapore
5535002.0,2643311.0,2891691.0,9.7,4.8,6.0,17.08908,0.5790033,0.2911053,12.05509,3.79,307998545269.398,100449148.073391,0.65,80.5,85.1,101.672035217285,28.8455085754395,,99.7848968505859,2015,Singapore
5469724.0,2613879.0,2855844.0,9.8,4.7,6.0,17.43463,0.6656256,0.3347294,12.18855,3.74,314863580758.455,108756560.514581,0.59,80.3,84.8,102.343505859375,28.8455085754395,,99.9004669189453,2014,Singapore
5399162.0,2582486.0,2816675.0,9.3,4.6,6.0,19.55665,0.7487943,0.3766101,14.43889,3.86,307576360584.992,105730040.757612,0.56,80.1,84.5,103.092628479004,28.8455085754395,,99.8986129760742,2013,Singapore
5312437.0,2543402.0,2769034.0,10.1,4.5,6.0,20.24545,0.8029233,0.404342,14.4105,3.72,295092839974.919,98185433.6638168,0.51,79.8,84.3,103.56421661377,28.8455085754395,,99.8949432373047,2012,Singapore
5183688.0,2484222.0,2699466.0,9.5,4.5,6.0,20.60366,0.8504899,0.4291898,14.38327,3.89,279356526366.334,96678591.3173806,0.48,79.5,84.1,103.066543579102,28.8455085754395,,99.8871994018555,2011,Singapore
5076732.0,2438290.0,2638441.0,9.3,4.4,6.0,23.60665,0.8642366,0.4370975,16.91478,4.12,239807921966.007,86688139.0530557,0.47,79.2,84.0,102.991325378418,28.8455085754395,,99.751823425293,2010,Singapore
4987573.0,2406590.0,2580983.0,9.9,4.3,6.0,24.69642,0.9250396,0.4658762,18.02586,5.86,194150322022.092,78995419.529553,0.48,78.9,83.7,100.911262512207,28.8455085754395,,,2009,Singapore
4839396.0,2349440.0,2489956.0,10.2,4.4,6.0,23.5315,0.966849,0.4834713,17.08688,3.96,193617346346.785,80219903.8421331,0.53,78.4,83.3,100.911262512207,28.8455085754395,,,2008,Singapore
4588599.0,2242360.0,2346238.0,10.3,4.5,6.0,23.39094,0.9892823,0.5009039,17.80063,3.9,180941741377.766,77566100.9376716,0.5,78.1,82.9,100.911262512207,28.8455085754395,,,2007,Singapore
4401365.0,2166064.0,2235301.0,10.3,4.4,6.0,23.09239,1.031039,0.5142234,17.37438,4.48,148627255181.674,72627339.0954101,0.52,77.8,82.6,100.911262512207,28.8455085754395,,,2006,Singapore
4265762.0,2109638.0,2156125.0,10.2,4.4,6.0,22.53199,1.068622,0.5335218,17.50207,5.59,127807810333.769,70355789.407278,0.54,77.6,82.5,100.911262512207,28.8455085754395,,,2005,Singapore
4166664.0,2059943.0,2106721.0,10.3,4.4,6.0,24.72326,0.8313635,0.4116284,19.68826,5.84,115033570415.043,64015019.6669682,0.53,77.1,82.0,100.911262512207,28.8455085754395,,,2004,Singapore
4114826.0,2028098.0,2086728.0,10.5,4.5,6.0,25.67811,0.8517807,0.5106722,20.54556,5.93,97646382412.8729,59695210.0333873,0.58,76.6,81.6,100.911262512207,28.8455085754395,,,2003,Singapore
4175950.0,2051990.0,2123960.0,11.4,4.4,6.0,25.74594,0.8382123,0.4018872,20.73277,5.65,92538355642.8848,65732585.1000557,0.58,76.6,80.6,100.911262512207,28.8455085754395,,,2002,Singapore
4138012.0,2027180.0,2110833.0,11.8,4.3,6.0,26.31655,0.8844501,0.5044972,20.9783,3.76,89793815727.6029,73951183.846829,0.6,76.3,80.3,100.911262512207,28.8455085754395,,,2001,Singapore
4027887.0,1969770.0,2058118.0,13.7,4.5,6.0,27.83644,0.8937934,0.4539711,23.00609,3.7,96076521349.0621,88516963.8178695,0.33,76.0,80.0,100.911262512207,28.8455085754395,,99.5046005249023,2000,Singapore
3958723.0,1937487.0,2021236.0,12.8,4.5,9.0,29.28279,0.9035222,0.4057728,24.95308,4.85,86286866724.2229,95990654.6283384,0.43,75.6,79.6,100.911262512207,28.8455085754395,,,1999,Singapore
3927213.0,1926182.0,2001030.0,13.1,4.6,9.0,29.91198,0.8456631,0.4157522,25.33529,3.41,85728224856.3725,95482696.4998639,0.43,75.3,79.4,100.911262512207,28.8455085754395,,,1998,Singapore
3796038.0,1866044.0,1929995.0,14.5,4.5,9.0,30.54324,1.008756,0.4057533,26.71475,2.5,100123798454.007,133081373.71497,0.43,74.8,79.1,100.911262512207,28.8455085754395,,,1997,Singapore
3670704.0,1808713.0,1861991.0,15.2,4.7,9.0,29.98949,1.042558,0.446453,27.01293,3.57,96293097894.9194,144463901.459119,0.46,74.4,78.9,100.911262512207,28.8455085754395,,,1996,Singapore
3524506.0,1740692.0,1783814.0,15.6,4.8,9.0,30.70499,1.06811,0.4814307,27.22435,3.3,87812540788.4293,127206984.742923,0.45,74.1,78.6,100.911262512207,28.8455085754395,,,1995,Singapore
22181000.0,11498234.0,10682766.0,19.841,6.208,11.0,20.98223,29.10045,30.14557,11.87949,6.705,74403578363.4355,6509755335.53166,5.285,68.479,74.716,100.911262512207,22.9647026062012,,,2022,Sri Lanka
22156000.0,11481595.0,10674405.0,14.019,7.36,11.0,27.87681,25.74604,26.62674,26.48538,5.239,88496535599.3564,7818337691.06999,5.285,73.11,79.502,96.8717575073242,21.3629665374756,98.5569839477539,98.9323120117188,2021,Sri Lanka
21919000.0,11354528.0,10564472.0,14.235,7.056,11.0,27.61406,26.17664,26.77166,27.01367,5.2,84440535698.8207,6956221819.97479,49.32,72.597,80.111,97.4786605834961,20.8122158050537,96.5811538696289,98.8592300415039,2020,Sri Lanka
21803000.0,11288193.0,10514808.0,14.534,7.072,11.0,27.60672,25.32719,26.23068,26.72039,4.67,89014978319.0703,6459148418.92077,46.13,72.227,79.743,97.2772064208984,20.2191257476807,95.8618850708008,98.9679565429688,2019,Sri Lanka
21670000.0,11212976.0,10457023.0,14.805,7.037,11.0,27.93781,25.49788,28.43464,26.08992,4.32,94493871351.4217,7174037567.64633,47.86,71.983,79.493,97.2796020507812,18.6717472076416,,98.7819366455078,2018,Sri Lanka
21506813.0,11121609.0,10385204.0,15.17,7.029,11.0,28.40452,26.07381,29.34933,27.17921,4.05,94376237831.5778,7012795077.3528,45.78,71.54,79.317,97.6488418579102,17.947998046875,97.0510177612305,98.8564605712891,2017,Sri Lanka
21425494.0,11071811.0,10353683.0,15.496,6.896,11.0,26.39139,27.10065,30.41202,25.53356,4.24,88012281909.7522,6391204138.05511,45.13,71.407,79.355,97.9382476806641,17.8068389892578,96.0217666625977,98.6889877319336,2016,Sri Lanka
21336697.0,11017785.0,10318912.0,15.886,6.98,9.0,25.77164,28.66242,32.32442,25.422,4.52,85140955516.7505,6995980276.098,51.27,71.027,78.971,97.5291137695312,18.6914081573486,95.0213775634766,,2015,Sri Lanka
21239457.0,10958989.0,10280468.0,16.396,6.979,9.0,26.32853,28.8697,32.2688,26.12708,4.19,82528535572.5429,6668889913.38396,54.23,70.698,78.813,97.4337005615234,18.173412322998,95.3030700683594,,2014,Sri Lanka
21131756.0,10893806.0,10237951.0,17.005,7.092,9.0,25.99921,30.21959,33.77465,25.28772,4.24,77000578207.3909,6101990990.46089,56.88,70.179,78.619,97.2749786376953,17.9866104125977,95.9955596923828,,2013,Sri Lanka
21017147.0,10824621.0,10192526.0,17.318,7.181,9.0,26.07029,30.99421,33.85008,26.00561,3.88,70447217163.6167,5572578377.11962,52.86,69.981,78.147,97.1795196533203,16.4015369415283,94.7109985351562,,2012,Sri Lanka
20859743.0,10728540.0,10131202.0,17.512,7.371,9.0,24.80911,30.7775,36.14542,24.77398,4.12,67753284134.9913,6459028541.41818,56.42,69.348,77.801,97.4040374755859,14.821494102478,97.2052841186523,,2011,Sri Lanka
20668557.0,10608780.0,10059778.0,17.553,7.369,9.0,24.84486,30.94336,36.42466,25.44173,4.78,58636160848.9497,5305597441.55491,61.85,69.217,77.596,97.7818450927734,16.1711139678955,97.0429763793945,98.1579284667969,2010,Sri Lanka
20482477.0,10489088.0,9993388.0,17.907,8.987,9.0,25.83876,33.48904,38.23579,26.63555,5.85,42066223971.0169,5339033074.86625,63.51,64.245,74.839,93.3820571899414,28.8455085754395,91.4341201782227,,2009,Sri Lanka
20285643.0,10363512.0,9922130.0,18.468,7.77,9.0,27.24607,33.47089,39.59444,27.97733,5.22,40713826320.5023,5447184563.58832,61.58,66.682,77.5,95.7359237670898,28.8455085754395,91.6855163574219,97.9817962646484,2008,Sri Lanka
20078655.0,10234445.0,9844210.0,18.979,7.631,9.0,27.22092,32.4586,38.84206,28.72898,5.97,32350238662.9452,3779531545.06122,60.2,67.484,77.259,96.774772644043,28.8455085754395,95.5924224853516,,2007,Sri Lanka
19870706.0,10106367.0,9764340.0,19.203,7.576,9.0,27.14506,33.11446,39.61668,29.64787,6.5,28279802451.2714,3205877655.68527,62.18,67.462,77.11,97.6338500976562,28.8455085754395,97.3986434936523,97.4840621948242,2006,Sri Lanka
19673866.0,9985722.0,9688144.0,18.821,7.489,9.0,27.42697,32.9585,38.8936,30.80463,7.67,24405791044.7761,2884636815.9204,60.08,68.068,76.667,98.1022415161133,28.8455085754395,97.3778533935547,,2005,Sri Lanka
19490431.0,9872701.0,9617730.0,18.771,9.451,9.0,24.41525,34.96015,45.89401,25.28936,8.38,20662525941.2985,2591866785.25546,61.61,63.968,70.576,96.0155410766602,28.8455085754395,,,2004,Sri Lanka
19303180.0,9756948.0,9546233.0,18.885,7.765,9.0,23.51304,34.00087,41.4681,26.52275,8.22,18881765437.2151,2498154786.57273,61.31,67.287,76.033,100.474731445312,28.8455085754395,101.221389770508,,2003,Sri Lanka
19110707.0,9637824.0,9472882.0,18.914,7.86,9.0,23.37227,34.47553,42.42503,26.02559,8.76,16536535647.0834,2361305261.34225,62.1,67.012,75.835,102.992111206055,28.8455085754395,107.363800048828,,2002,Sri Lanka
18920275.0,9519579.0,9400695.0,18.806,7.958,9.0,23.07273,36.23913,44.66728,25.2643,7.9,15749753804.8344,3160440916.51746,62.93,66.619,75.608,104.364463806152,28.8455085754395,103.639060974121,95.5886306762695,2001,Sri Lanka
18776371.0,9430039.0,9346333.0,18.189,8.101,9.0,22.62482,37.77545,46.12791,24.3559,7.74,16330814179.9766,3254292790.54668,64.16,66.216,75.11,100.911262512207,28.8455085754395,,,2000,Sri Lanka
18670411.0,9365155.0,9305256.0,17.703,6.657,9.0,22.08802,39.72838,48.11032,23.32145,8.88,15656327859.5696,3245318936.86297,63.25,68.306,77.6,100.911262512207,28.8455085754395,,,1999,Sri Lanka
18560798.0,9297772.0,9263025.0,17.458,6.799,9.0,21.57505,41.578,49.73323,22.18589,9.17,15794972847.1683,3342925531.4197,64.15,67.584,77.41,105.266380310059,28.8455085754395,98.8871688842773,,1998,Sri Lanka
18449123.0,9228458.0,9220665.0,17.937,6.651,9.0,22.24984,37.3602,45.42965,24.22558,10.6,15091913883.7091,3312463907.44194,65.91,67.651,77.491,100.911262512207,28.8455085754395,,,1997,Sri Lanka
18322506.0,9152012.0,9170494.0,18.39,6.469,9.0,21.92521,35.12961,42.09691,24.9984,11.35,13897738375.2488,3132420047.04179,64.42,67.911,77.451,106.883110046387,28.8455085754395,,,1996,Sri Lanka
18177572.0,9066651.0,9110921.0,18.88,6.343,9.0,23.05363,37.3464,42.16144,29.10433,12.27,13029697560.9756,3015088050.73171,69.94,67.824,77.578,112.443450927734,28.8455085754395,,,1995,Sri Lanka
22125249.0,11046621.0,11078628.0,19.841,6.208,9.0,20.98223,29.10045,30.14557,11.87949,9.61,52968487738.88185,3638505418.42264,5.285,68.479,74.716,74.367431640625,28.8455085754395,58.2687187194824,,2022,Syrian Arab Republic
21324367.0,10643230.0,10681137.0,20.111,5.117,9.0,22.15267,12.48579,7.820032,7.562815,9.816,52968487738.88185,3638505418.42264,5.285,69.058,75.175,70.0659790039062,28.8455085754395,55.7524909973145,,2021,Syrian Arab Republic
20772595.0,10364931.0,10407665.0,19.67,4.99,9.0,21.63667,12.86938,7.964651,7.380228,10.011,11159274040.2708,4088015552.37995,1.08,68.888,75.555,71.1900863647461,28.8455085754395,55.6847496032715,,2020,Syrian Arab Republic
20098251.0,10024320.0,10073931.0,18.883,5.033,9.0,21.30082,13.0646,8.348988,7.397888,8.742,22600896352.1266,9207841306.12207,0.99,68.224,75.638,100.911262512207,28.8455085754395,,,2019,Syrian Arab Republic
19333463.0,9636103.0,9697361.0,18.155,5.554,9.0,21.10162,13.45844,8.747063,7.177995,8.746,21496337967.8677,8385695901.38555,0.88,65.625,75.168,100.911262512207,28.8455085754395,,,2018,Syrian Arab Republic
18983373.0,9451008.0,9532365.0,18.568,6.033,9.0,21.14557,13.81468,9.167672,7.082515,8.747,16369724433.2751,6651936974.25434,1.07,62.957,74.93,100.911262512207,28.8455085754395,,,2017,Syrian Arab Republic
18964252.0,9430784.0,9533468.0,18.874,6.999,9.0,21.43953,14.10497,9.613465,7.070023,8.765,12598742886.9368,4304596459.44052,1.32,61.574,71.005,100.911262512207,46.5840187072754,,,2016,Syrian Arab Republic
19205178.0,9541583.0,9663595.0,20.233,7.297,9.0,22.274,14.22258,10.00424,7.172508,8.721,16468399180.3822,5456056767.53214,0.58,60.566,70.351,100.911262512207,51.1659507751465,,,2015,Syrian Arab Republic
20072232.0,9962642.0,10109590.0,22.39,8.072,9.0,22.80258,14.52758,10.78559,7.067978,8.744,21502061462.2122,5775480719.29836,2.68,58.228,68.945,100.911262512207,47.3828811645508,,96.0999984741211,2014,Syrian Arab Republic
21495821.0,10658890.0,10836931.0,25.2,7.696,9.0,24.69881,14.39636,11.52158,7.62986,8.863,21361254647.9904,5362728106.10068,3.07,58.832,69.768,69.7999420166016,33.1396789550781,62.0336799621582,,2013,Syrian Arab Republic
22605577.0,11199824.0,11405754.0,26.618,6.417,9.0,28.12176,13.69897,12.11395,8.790541,8.856,43190317724.7088,10120484078.2085,2.02,62.428,71.816,116.944236755371,30.2727794647217,105.016891479492,,2012,Syrian Arab Republic
22730733.0,11256631.0,11474102.0,27.52,3.934,9.0,31.43357,13.23207,12.64981,9.899087,8.626,67539427670.9958,13944801296.1009,1.62,70.546,76.359,117.537750244141,25.6436996459961,105.134666442871,,2011,Syrian Arab Republic
22337563.0,11060526.0,11277036.0,28.675,3.701,9.0,33.64704,14.75772,21.53393,10.22818,8.61,252518218262.806,49086948775.0557,1.35,71.352,76.682,117.089660644531,25.6885604858398,107.050567626953,,2010,Syrian Arab Republic
21827220.0,10806581.0,11020640.0,29.736,3.678,9.0,33.59896,14.93147,19.39911,10.73767,8.14,224561692650.334,51188864142.539,0.91,71.329,76.668,117.862602233887,23.5956401824951,108.257583618164,,2009,Syrian Arab Republic
21474059.0,10631467.0,10842593.0,31.021,3.721,9.0,32.97314,14.44652,21.97689,10.1582,10.94,218089977728.285,40905835189.3096,1.25,71.113,76.275,118.987716674805,22.2802906036377,108.431823730469,,2008,Syrian Arab Republic
20703005.0,10247376.0,10455630.0,30.782,3.67,9.0,29.05959,19.13783,26.37337,7.815435,8.42,180030111358.575,35031714922.049,1.54,71.214,76.517,120.168663024902,21.6712493896484,109.072677612305,,2007,Syrian Arab Republic
19432009.0,9613142.0,9818867.0,30.307,3.775,9.0,27.70947,19.74223,27.40535,7.731259,8.17,153799910913.14,33000534521.1581,1.82,70.993,75.978,120.943916320801,21.0369606018066,109.806640625,,2006,Syrian Arab Republic
18583557.0,9190476.0,9393082.0,30.5,3.924,9.0,26.95691,21.97824,34.51487,7.874435,8.873,134203830734.967,27234120267.2606,2.1,70.633,75.124,120.904052734375,18.3284893035889,107.138092041016,,2005,Syrian Arab Republic
18084007.0,8942531.0,9141476.0,30.581,3.986,9.0,26.28758,24.35182,41.62899,8.09883,9.575,112863340757.238,25318930957.6837,2.59,70.406,74.752,119.067451477051,15.1740503311157,103.90071105957,92.4538116455078,2004,Syrian Arab Republic
17611356.0,8707194.0,8904161.0,30.689,3.971,9.0,25.60257,26.97686,48.98225,8.195993,10.28,95693808463.2517,23593763919.8218,1.9,70.123,74.978,118.255401611328,13.1426696777344,103.234321594238,,2003,Syrian Arab Republic
17164021.0,8483717.0,8680305.0,30.822,4.091,9.0,26.9681,30.27821,57.90618,7.525259,10.955,90558485523.3853,22644187082.4053,1.6,69.77,74.356,110.06120300293,12.5522699356079,95.0371017456055,95.1888275146484,2002,Syrian Arab Republic
16727948.0,8265950.0,8461998.0,30.99,4.157,6.0,26.37247,30.57415,56.7632,8.029917,11.63,86771314031.1804,21951358574.6102,2.07,69.536,73.99,108.697280883789,28.8455085754395,93.1903610229492,,2001,Syrian Arab Republic
16307654.0,8055934.0,8251720.0,30.644,4.413,6.0,26.09442,32.8933,61.89375,7.4082,9.602,80590022271.7149,19933095768.3742,2.0,68.652,73.114,107.368507385254,28.8455085754395,91.3648071289062,,2000,Syrian Arab Republic
15901201.0,7852813.0,8048389.0,30.992,4.509,6.0,28.29201,27.83499,50.16891,9.756579,7.6,72970334075.7238,17765256124.7216,1.75,68.398,72.677,106.583160400391,28.8455085754395,91.3268280029297,,1999,Syrian Arab Republic
